,mes,nom_mes,any,regio_policial,area_basica_policial,titol_codi_penal,tipus_de_fet,coneguts,resolts,detencions,id
106717,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,2,0,0,299129
106718,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,1,1,0,299130
106719,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,3,0,0,299131
106720,1,gener,2025,Central,Osona,Delictes contra la seguretat viària,Conduir sense permís,1,1,0,299132
106721,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,1,0,0,299133
106722,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,2,0,0,299134
106723,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,2,1,0,299135
106724,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,1,1,0,299136
106725,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,3,0,0,299137
106726,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,5,0,0,299138
106727,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,1,0,0,299139
106728,1,gener,2025,Central,Osona,De les lesions,Lesions,1,1,0,299140
106729,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,5,1,0,299141
106730,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,3,0,0,299142
106731,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,10,1,0,299143
106732,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,1,1,0,299144
106733,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,3,0,0,299145
106734,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,1,0,0,299146
106735,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,1,0,0,299147
106736,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,1,0,0,299148
106737,1,gener,2025,Central,Osona,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,1,1,0,299149
106738,1,gener,2025,Central,Osona,De les lesions,Lesions,2,3,0,299150
106739,1,gener,2025,Central,Osona,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,1,1,0,299151
106740,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,1,0,0,299152
106741,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,4,1,0,299153
106742,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,1,1,0,299154
106743,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,12,1,0,299155
106744,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,1,1,0,299156
106745,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,4,0,0,299157
106746,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,4,0,0,299158
106747,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,1,0,0,299159
106748,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,1,1,0,299160
106749,1,gener,2025,Central,Osona,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,1,1,0,299161
106750,1,gener,2025,Central,Osona,Delictes contra la llibertat,Amenaces,1,1,0,299162
106751,1,gener,2025,Central,Osona,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,1,0,0,299163
106752,1,gener,2025,Central,Osona,Delictes contra la seguretat viària,Conducció temerària,1,1,0,299164
106753,1,gener,2025,Central,Osona,Delictes contra la seguretat viària,Conduir sense permís,1,2,0,299165
106754,1,gener,2025,Central,Osona,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,4,4,0,299166
106755,1,gener,2025,Central,Osona,Delictes contra la seguretat viària,Negativa a sotmetre's a les proves,1,0,0,299167
106756,1,gener,2025,Central,Osona,De l’homicidi i les seves formes,Homicidi Temptativa,1,0,0,299168
106757,1,gener,2025,Central,Osona,De les falsedats,Falsedats documentals,2,2,1,299169
106758,1,gener,2025,Central,Osona,De les lesions,Lesions,10,11,2,299170
106759,1,gener,2025,Central,Osona,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,5,6,5,299171
106760,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,4,2,0,299172
106761,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,31,4,1,299173
106762,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,11,5,1,299174
106763,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,105,25,2,299175
106764,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,3,4,0,299176
106765,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,62,11,10,299177
106766,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,24,1,3,299178
106767,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,6,6,10,299179
106768,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,3,0,0,299180
106769,1,gener,2025,Central,Osona,Delictes contra l'Administració de justícia,"Acusació, denúncia falsa i simulació de delictes",1,1,0,299181
106770,1,gener,2025,Central,Osona,Delictes contra l'Administració de justícia,Trencament de condemna,1,1,1,299182
106771,1,gener,2025,Central,Osona,Delictes contra l'Administració pública,Suborn,1,1,0,299183
106772,1,gener,2025,Central,Osona,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,1,1,1,299184
106773,1,gener,2025,Central,Osona,Delictes contra l'ordre públic,Desordres públics,1,1,1,299185
106774,1,gener,2025,Central,Osona,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,0,1,0,299186
106775,1,gener,2025,Central,Osona,Delictes contra la llibertat,Amenaces,7,6,5,299187
106776,1,gener,2025,Central,Osona,Delictes contra la llibertat,Coaccions,2,2,0,299188
106777,1,gener,2025,Central,Osona,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,4,2,2,299189
106778,1,gener,2025,Central,Osona,Delictes contra la llibertat i la indemnitat sexuals,Relatius a la prostitució,1,1,1,299190
106779,1,gener,2025,Central,Osona,Delictes contra la seguretat viària,Conducció temerària,1,0,2,299191
106780,1,gener,2025,Central,Osona,Delictes contra la seguretat viària,Conduir sense permís,11,11,0,299192
106781,1,gener,2025,Central,Osona,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,5,5,0,299193
106782,1,gener,2025,Central,Osona,Delictes contra la seguretat viària,Negativa a sotmetre's a les proves,2,2,0,299194
106783,1,gener,2025,Central,Osona,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,3,2,3,299195
106784,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,2,0,0,299196
106785,1,gener,2025,Central,Osona,Delictes contra les relacions familiars,Contra els drets i deures familiars,0,1,0,299197
106786,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,1,0,0,299198
106787,1,gener,2025,Central,Osona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,1,0,0,299199
106788,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,2,0,0,299200
106789,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,1,0,0,299201
106790,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,1,0,0,299202
106791,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,2,0,0,299203
106792,1,gener,2025,Central,Anoia,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,1,1,1,299204
106793,1,gener,2025,Central,Anoia,Delictes contra la llibertat,Amenaces,1,1,0,299205
106794,1,gener,2025,Central,Anoia,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,1,0,0,299206
106795,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,2,0,0,299207
106796,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,1,0,0,299208
106797,1,gener,2025,Central,Anoia,De les falsedats,Falsedats documentals,1,0,0,299209
106798,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,3,0,0,299210
106799,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,1,0,0,299211
106800,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,1,0,0,299212
106801,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,1,0,0,299213
106802,1,gener,2025,Central,Anoia,Delictes contra la llibertat,Amenaces,1,1,1,299214
106803,1,gener,2025,Central,Anoia,Delictes contra la seguretat viària,Conduir sense permís,1,1,0,299215
106804,1,gener,2025,Central,Anoia,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,1,0,0,299216
106805,1,gener,2025,Central,Anoia,De les falsedats,Falsedats documentals,0,1,0,299217
106806,1,gener,2025,Central,Anoia,De les lesions,Lesions,2,2,0,299218
106807,1,gener,2025,Central,Anoia,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,1,1,0,299219
106808,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,6,0,0,299220
106809,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,2,1,1,299221
106810,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,1,1,0,299222
106811,1,gener,2025,Central,Anoia,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,1,1,1,299223
106812,1,gener,2025,Central,Anoia,Delictes contra la llibertat,Detenció il·legal,0,0,1,299224
106813,1,gener,2025,Central,Anoia,Delictes contra la seguretat viària,Conduir sense permís,1,1,0,299225
106814,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,1,0,0,299226
106815,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,1,0,0,299227
106816,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,1,0,0,299228
106817,1,gener,2025,Central,Anoia,Delictes contra l'Administració de justícia,Trencament de condemna,1,1,0,299229
106818,1,gener,2025,Central,Anoia,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,1,1,1,299230
106819,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,2,0,0,299231
106820,1,gener,2025,Central,Anoia,Delictes contra la llibertat,Amenaces,1,1,1,299232
106821,1,gener,2025,Central,Anoia,De les falsedats,Falsedats documentals,1,1,0,299233
106822,1,gener,2025,Central,Anoia,De les lesions,Lesions,11,14,4,299234
106823,1,gener,2025,Central,Anoia,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,4,4,1,299235
106824,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,1,1,0,299236
106825,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,16,2,0,299237
106826,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,3,2,1,299238
106827,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Extorsió,1,0,0,299239
106828,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,45,9,2,299240
106829,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,17,4,3,299241
106830,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,15,1,1,299242
106831,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,4,1,4,299243
106832,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,2,0,0,299244
106833,1,gener,2025,Central,Anoia,Delictes contra l'Administració de justícia,"Acusació, denúncia falsa i simulació de delictes",0,1,0,299245
106834,1,gener,2025,Central,Anoia,Delictes contra l'Administració de justícia,Trencament de condemna,6,6,6,299246
106835,1,gener,2025,Central,Anoia,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,2,2,2,299247
106836,1,gener,2025,Central,Anoia,Delictes contra la llibertat,Amenaces,5,5,2,299248
106837,1,gener,2025,Central,Anoia,Delictes contra la llibertat,Coaccions,2,2,0,299249
106838,1,gener,2025,Central,Anoia,Delictes contra la llibertat,Detenció il·legal,1,1,0,299250
106839,1,gener,2025,Central,Anoia,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,0,0,1,299251
106840,1,gener,2025,Central,Anoia,Delictes contra la llibertat i la indemnitat sexuals,Assetjament sexual,1,0,0,299252
106841,1,gener,2025,Central,Anoia,Delictes contra la llibertat i la indemnitat sexuals,Relatius a la prostitució,1,1,0,299253
106842,1,gener,2025,Central,Anoia,Delictes contra la seguretat viària,Conducció temerària,1,1,0,299254
106843,1,gener,2025,Central,Anoia,Delictes contra la seguretat viària,Conduir sense permís,6,6,0,299255
106844,1,gener,2025,Central,Anoia,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,10,10,0,299256
106845,1,gener,2025,Central,Anoia,Delictes contra la seguretat viària,Negativa a sotmetre's a les proves,1,1,0,299257
106846,1,gener,2025,Central,Anoia,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,1,1,2,299258
106847,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,1,1,0,299259
106848,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,2,0,0,299260
106849,1,gener,2025,Central,Anoia,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Entrada a vivenda aliena,1,1,0,299261
106850,1,gener,2025,Central,Anoia,Delictes contra la llibertat,Amenaces,1,1,1,299262
106851,1,gener,2025,Central,Anoia,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,1,0,0,299263
106852,1,gener,2025,Central,Anoia,De les lesions,Lesions,1,1,0,299264
106853,1,gener,2025,Central,Anoia,De les lesions,Lesions,1,1,1,299265
106854,1,gener,2025,Central,Anoia,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,2,2,0,299266
106855,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,3,1,0,299267
106856,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions de fluid elèctric i anàlogues,0,1,0,299268
106857,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,1,0,0,299269
106858,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,4,1,0,299270
106859,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,3,2,0,299271
106860,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,3,1,0,299272
106861,1,gener,2025,Central,Anoia,Delictes contra la llibertat,Amenaces,1,1,0,299273
106862,1,gener,2025,Central,Anoia,Delictes contra la llibertat,Coaccions,1,1,0,299274
106863,1,gener,2025,Central,Anoia,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,1,1,1,299275
106864,1,gener,2025,Central,Anoia,Delictes contra la seguretat viària,Conduir sense permís,1,1,0,299276
106865,1,gener,2025,Central,Anoia,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,1,0,0,299277
106866,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,2,0,0,299278
106867,1,gener,2025,Central,Anoia,De les lesions,Lesions,2,2,0,299279
106868,1,gener,2025,Central,Anoia,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,2,2,1,299280
106869,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,1,1,0,299281
106870,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,3,2,0,299282
106871,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,1,0,0,299283
106872,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,1,1,0,299284
106873,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,4,0,0,299285
106874,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,1,0,0,299286
106875,1,gener,2025,Central,Anoia,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,1,1,1,299287
106876,1,gener,2025,Central,Anoia,Delictes contra la llibertat,Amenaces,2,0,0,299288
106877,1,gener,2025,Central,Anoia,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,2,2,0,299289
106878,1,gener,2025,Central,Anoia,Delictes contra la seguretat viària,Negativa a sotmetre's a les proves,2,2,0,299290
106879,1,gener,2025,Central,Anoia,De les lesions,Lesions,3,3,0,299291
106880,1,gener,2025,Central,Anoia,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,2,2,1,299292
106881,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,1,0,0,299293
106882,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,8,2,0,299294
106883,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,2,0,0,299295
106884,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,7,0,0,299296
106885,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,4,4,0,299297
106886,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,6,0,0,299298
106887,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,4,0,0,299299
106888,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,2,1,0,299300
106889,1,gener,2025,Central,Anoia,Delictes contra els animals,Contra els animals,1,0,0,299301
106890,1,gener,2025,Central,Anoia,Delictes contra l'Administració de justícia,"Acusació, denúncia falsa i simulació de delictes",0,1,0,299302
106891,1,gener,2025,Central,Anoia,Delictes contra l'Administració de justícia,Trencament de condemna,1,1,1,299303
106892,1,gener,2025,Central,Anoia,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,1,1,1,299304
106893,1,gener,2025,Central,Anoia,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Entrada a vivenda aliena,1,1,0,299305
106894,1,gener,2025,Central,Anoia,Delictes contra la llibertat,Amenaces,0,0,1,299306
106895,1,gener,2025,Central,Anoia,Delictes contra la llibertat,Detenció il·legal,1,1,0,299307
106896,1,gener,2025,Central,Anoia,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,1,1,0,299308
106897,1,gener,2025,Central,Anoia,Delictes contra la seguretat viària,Abandonament lloc accident,1,1,0,299309
106898,1,gener,2025,Central,Anoia,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,3,3,0,299310
106899,1,gener,2025,Central,Anoia,Delictes contra la seguretat viària,Negativa a sotmetre's a les proves,1,1,0,299311
106900,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,1,0,0,299312
106901,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,1,0,0,299313
106902,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,1,0,0,299314
106903,1,gener,2025,Central,Anoia,Delictes contra la seguretat viària,Abandonament lloc accident,1,0,0,299315
106904,1,gener,2025,Central,Anoia,De les lesions,Lesions,1,2,0,299316
106905,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,1,0,0,299317
106906,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,0,1,0,299318
106907,1,gener,2025,Central,Anoia,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,1,1,0,299319
106908,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,1,0,0,299320
106909,1,gener,2025,Central,Anoia,De les lesions,Lesions,2,1,0,299321
106910,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,1,0,0,299322
106911,1,gener,2025,Central,Anoia,De les lesions,Lesions,3,2,1,299323
106912,1,gener,2025,Central,Anoia,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,0,0,1,299324
106913,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,1,0,0,299325
106914,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,3,0,0,299326
106915,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,4,0,1,299327
106916,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,1,0,0,299328
106917,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,1,0,0,299329
106918,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,1,0,0,299330
106919,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,2,0,0,299331
106920,1,gener,2025,Central,Anoia,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,0,0,1,299332
106921,1,gener,2025,Central,Anoia,Delictes contra la llibertat,Amenaces,3,2,0,299333
106922,1,gener,2025,Central,Anoia,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,1,1,0,299334
106923,1,gener,2025,Central,Anoia,Delictes contra la seguretat viària,Conducció temerària,1,1,2,299335
106924,1,gener,2025,Central,Anoia,Delictes contra la seguretat viària,Conduir sense permís,1,1,0,299336
106925,1,gener,2025,Central,Anoia,Dels delictes contra la seguretat col·lectiva,Incendi,1,1,0,299337
106926,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,1,0,0,299338
106927,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,1,0,0,299339
106928,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,1,1,0,299340
106929,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,1,0,0,299341
106930,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,1,0,0,299342
106931,1,gener,2025,Central,Anoia,Delictes contra l'Administració de justícia,Trencament de condemna,1,1,1,299343
106932,1,gener,2025,Central,Anoia,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,2,1,0,299344
106933,1,gener,2025,Central,Anoia,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,1,1,3,299345
106934,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,1,1,0,299346
106935,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,2,0,0,299347
106936,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,1,0,0,299348
106937,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,3,0,0,299349
106938,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,1,0,0,299350
106939,1,gener,2025,Central,Anoia,"Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient",Contra l'ordenació del territori,1,0,0,299351
106940,1,gener,2025,Central,Anoia,De les lesions,Lesions,1,1,0,299352
106941,1,gener,2025,Central,Anoia,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,1,1,0,299353
106942,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,1,0,0,299354
106943,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,6,0,0,299355
106944,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,1,0,0,299356
106945,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,13,1,0,299357
106946,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,1,0,0,299358
106947,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,4,2,0,299359
106948,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,3,0,0,299360
106949,1,gener,2025,Central,Anoia,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,1,1,1,299361
106950,1,gener,2025,Central,Anoia,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,1,1,1,299362
106951,1,gener,2025,Central,Anoia,Delictes contra la llibertat,Coaccions,1,1,0,299363
